zcta,BlockCode,TechCategory,max_ad_down,max_ad_up
94501,060014271001001,Copper (DSL/VDSL),100.0,20.0
94501,060014271001002,Copper (DSL/VDSL),75.0,20.0
94501,060014271001003,Copper (DSL/VDSL),75.0,20.0
94501,060014271001005,Copper (DSL/VDSL),50.0,10.0
94501,060014271001005,Fiber to the Premises,1000.0,1000.0
94501,060014271001007,Copper (DSL/VDSL),50.0,10.0
94501,060014271001007,Fiber to the Premises,1000.0,1000.0
94501,060014271001009,Copper (DSL/VDSL),50.0,10.0
94501,060014271001010,Copper (DSL/VDSL),50.0,10.0
94501,060014271001010,Fiber to the Premises,1000.0,1000.0
94501,060014271001012,Copper (DSL/VDSL),50.0,10.0
94501,060014271001012,Fiber to the Premises,1000.0,1000.0
94501,060014271001014,Copper (DSL/VDSL),50.0,10.0
94501,060014271001014,Fiber to the Premises,1000.0,1000.0
94501,060014271001015,Copper (DSL/VDSL),100.0,20.0
94501,060014271001015,Fiber to the Premises,1000.0,1000.0
94501,060014271001016,Copper (DSL/VDSL),75.0,20.0
94501,060014271001016,Fiber to the Premises,1000.0,1000.0
94501,060014271001017,Copper (DSL/VDSL),75.0,20.0
94501,060014271001017,Fiber to the Premises,1000.0,1000.0
94501,060014271001019,Copper (DSL/VDSL),100.0,20.0
94501,060014271001019,Fiber to the Premises,1000.0,1000.0
94501,060014271001022,Copper (DSL/VDSL),100.0,20.0
94501,060014271001022,Fiber to the Premises,1000.0,1000.0
94501,060014271001023,Copper (DSL/VDSL),50.0,10.0
94501,060014271001023,Fiber to the Premises,1000.0,1000.0
94501,060014271001024,Copper (DSL/VDSL),50.0,10.0
94501,060014271001024,Fiber to the Premises,1000.0,1000.0
94501,060014271001025,Copper (DSL/VDSL),75.0,20.0
94501,060014271001025,Fiber to the Premises,1000.0,1000.0
94501,060014271002000,Copper (DSL/VDSL),100.0,20.0
94501,060014271002000,Fiber to the Premises,1000.0,1000.0
94501,060014271002001,Copper (DSL/VDSL),6.0,1.0
94501,060014271002001,Fiber to the Premises,1000.0,1000.0
94501,060014271002002,Copper (DSL/VDSL),25.0,5.0
94501,060014271002002,Fiber to the Premises,1000.0,1000.0
94501,060014271002003,Copper (DSL/VDSL),25.0,5.0
94501,060014271002003,Fiber to the Premises,1000.0,1000.0
94501,060014271002004,Copper (DSL/VDSL),25.0,5.0
94501,060014271002004,Fiber to the Premises,1000.0,1000.0
94501,060014271002005,Copper (DSL/VDSL),25.0,5.0
94501,060014271002005,Fiber to the Premises,1000.0,1000.0
94501,060014271002006,Copper (DSL/VDSL),25.0,5.0
94501,060014271002006,Fiber to the Premises,1000.0,1000.0
94501,060014271002007,Copper (DSL/VDSL),25.0,5.0
94501,060014271002007,Fiber to the Premises,1000.0,1000.0
94501,060014271002008,Copper (DSL/VDSL),25.0,5.0
94501,060014271002008,Fiber to the Premises,1000.0,1000.0
94501,060014271002009,Copper (DSL/VDSL),25.0,5.0
94501,060014271002009,Fiber to the Premises,1000.0,1000.0
94501,060014271002010,Copper (DSL/VDSL),50.0,10.0
94501,060014271002010,Fiber to the Premises,1000.0,1000.0
94501,060014271002011,Copper (DSL/VDSL),25.0,5.0
94501,060014271002011,Fiber to the Premises,1000.0,1000.0
94501,060014271002012,Copper (DSL/VDSL),25.0,5.0
94501,060014271002012,Fiber to the Premises,1000.0,1000.0
94501,060014271002013,Fiber to the Premises,1000.0,1000.0
94501,060014271002014,Copper (DSL/VDSL),25.0,5.0
94501,060014271002014,Fiber to the Premises,1000.0,1000.0
94501,060014271002015,Copper (DSL/VDSL),25.0,5.0
94501,060014271002015,Fiber to the Premises,1000.0,1000.0
94501,060014271002016,Copper (DSL/VDSL),18.0,1.5
94501,060014271002016,Fiber to the Premises,1000.0,1000.0
94501,060014271002017,Copper (DSL/VDSL),3.0,1.0
94501,060014271002017,Fiber to the Premises,1000.0,1000.0
94501,060014271002018,Copper (DSL/VDSL),25.0,5.0
94501,060014271002018,Fiber to the Premises,1000.0,1000.0
94501,060014271002019,Copper (DSL/VDSL),18.0,1.5
94501,060014271002019,Fiber to the Premises,1000.0,1000.0
94501,060014271002020,Copper (DSL/VDSL),50.0,10.0
94501,060014271002020,Fiber to the Premises,1000.0,1000.0
94501,060014271002021,Copper (DSL/VDSL),25.0,5.0
94501,060014271002021,Fiber to the Premises,1000.0,1000.0
94501,060014271003001,Copper (DSL/VDSL),25.0,5.0
94501,060014271003001,Fiber to the Premises,1000.0,1000.0
94501,060014271003002,Copper (DSL/VDSL),25.0,5.0
94501,060014271003002,Fiber to the Premises,1000.0,1000.0
94501,060014271003003,Copper (DSL/VDSL),25.0,5.0
94501,060014271003003,Fiber to the Premises,1000.0,1000.0
94501,060014271003004,Fiber to the Premises,1000.0,1000.0
94501,060014271003005,Copper (DSL/VDSL),25.0,5.0
94501,060014271003005,Fiber to the Premises,1000.0,1000.0
94501,060014271003006,Copper (DSL/VDSL),25.0,5.0
94501,060014271003006,Fiber to the Premises,1000.0,1000.0
94501,060014271003007,Copper (DSL/VDSL),12.0,1.5
94501,060014271003007,Fiber to the Premises,1000.0,1000.0
94501,060014271003008,Copper (DSL/VDSL),12.0,1.5
94501,060014271003008,Fiber to the Premises,1000.0,1000.0
94501,060014271003011,Copper (DSL/VDSL),25.0,5.0
94501,060014271003011,Fiber to the Premises,1000.0,1000.0
94501,060014271003013,Copper (DSL/VDSL),25.0,5.0
94501,060014271003014,Copper (DSL/VDSL),50.0,10.0
94501,060014271003014,Fiber to the Premises,1000.0,1000.0
94501,060014271003016,Copper (DSL/VDSL),25.0,5.0
94501,060014271003016,Fiber to the Premises,1000.0,1000.0
94501,060014271003017,Copper (DSL/VDSL),25.0,5.0
94501,060014271003017,Fiber to the Premises,1000.0,1000.0
94501,060014271003018,Copper (DSL/VDSL),50.0,10.0
94501,060014271003018,Fiber to the Premises,1000.0,1000.0
94501,060014271003019,Copper (DSL/VDSL),75.0,20.0
94501,060014271003019,Fiber to the Premises,1000.0,1000.0
94501,060014271003020,Copper (DSL/VDSL),50.0,10.0
94501,060014271003020,Fiber to the Premises,1000.0,1000.0
94501,060014271003021,Copper (DSL/VDSL),50.0,10.0
94501,060014271003021,Fiber to the Premises,1000.0,1000.0
94501,060014271003023,Copper (DSL/VDSL),50.0,10.0
94501,060014271003023,Fiber to the Premises,1000.0,1000.0
94501,060014272001001,Copper (DSL/VDSL),100.0,20.0
94501,060014272001001,Fiber to the Premises,1000.0,1000.0
94501,060014272001002,Copper (DSL/VDSL),100.0,20.0
94501,060014272001002,Fiber to the Premises,1000.0,1000.0
94501,060014272001003,Copper (DSL/VDSL),50.0,10.0
94501,060014272001003,Fiber to the Premises,1000.0,1000.0
94501,060014272001005,Copper (DSL/VDSL),100.0,20.0
94501,060014272001005,Fiber to the Premises,1000.0,1000.0
94501,060014272001006,Copper (DSL/VDSL),25.0,5.0
94501,060014272001006,Fiber to the Premises,1000.0,1000.0
94501,060014272001007,Copper (DSL/VDSL),75.0,20.0
94501,060014272001007,Fiber to the Premises,1000.0,1000.0
94501,060014272001009,Copper (DSL/VDSL),100.0,20.0
94501,060014272001009,Fiber to the Premises,1000.0,1000.0
94501,060014272001010,Copper (DSL/VDSL),100.0,20.0
94501,060014272001010,Fiber to the Premises,1000.0,1000.0
94501,060014272001012,Copper (DSL/VDSL),100.0,20.0
94501,060014272001012,Fiber to the Premises,1000.0,1000.0
94501,060014272002000,Copper (DSL/VDSL),25.0,5.0
94501,060014272002000,Fiber to the Premises,1000.0,1000.0
94501,060014272002001,Copper (DSL/VDSL),18.0,1.5
94501,060014272002001,Fiber to the Premises,1000.0,1000.0
94501,060014272002002,Copper (DSL/VDSL),18.0,1.5
94501,060014272002002,Fiber to the Premises,1000.0,1000.0
94501,060014272002003,Copper (DSL/VDSL),18.0,1.5
94501,060014272002003,Fiber to the Premises,1000.0,1000.0
94501,060014272002004,Copper (DSL/VDSL),100.0,20.0
94501,060014272002004,Fiber to the Premises,1000.0,1000.0
94501,060014272002005,Copper (DSL/VDSL),100.0,20.0
94501,060014272002005,Fiber to the Premises,1000.0,1000.0
94501,060014272002006,Copper (DSL/VDSL),18.0,1.5
94501,060014272002006,Fiber to the Premises,1000.0,1000.0
94501,060014272002007,Copper (DSL/VDSL),18.0,1.5
94501,060014272002007,Fiber to the Premises,1000.0,1000.0
94501,060014272002009,Copper (DSL/VDSL),75.0,20.0
94501,060014272002009,Fiber to the Premises,1000.0,1000.0
94501,060014272002010,Copper (DSL/VDSL),100.0,20.0
94501,060014272002010,Fiber to the Premises,1000.0,1000.0
94501,060014272003000,Copper (DSL/VDSL),75.0,20.0
94501,060014272003000,Fiber to the Premises,1000.0,1000.0
94501,060014272003001,Copper (DSL/VDSL),75.0,20.0
94501,060014272003001,Fiber to the Premises,1000.0,1000.0
94501,060014272003002,Copper (DSL/VDSL),100.0,20.0
94501,060014272003002,Fiber to the Premises,1000.0,1000.0
94501,060014272003003,Copper (DSL/VDSL),100.0,20.0
94501,060014272003003,Fiber to the Premises,1000.0,1000.0
94501,060014272003004,Copper (DSL/VDSL),50.0,10.0
94501,060014272003004,Fiber to the Premises,1000.0,1000.0
94501,060014272003005,Copper (DSL/VDSL),100.0,20.0
94501,060014272003005,Fiber to the Premises,1000.0,1000.0
94501,060014272003006,Copper (DSL/VDSL),50.0,10.0
94501,060014272003006,Fiber to the Premises,1000.0,1000.0
94501,060014272003007,Copper (DSL/VDSL),50.0,10.0
94501,060014272003007,Fiber to the Premises,1000.0,1000.0
94501,060014272003008,Fiber to the Premises,1000.0,1000.0
94501,060014272003009,Copper (DSL/VDSL),50.0,10.0
94501,060014272003009,Fiber to the Premises,1000.0,1000.0
94501,060014272003010,Copper (DSL/VDSL),50.0,10.0
94501,060014272003010,Fiber to the Premises,1000.0,1000.0
94501,060014272003011,Fiber to the Premises,1000.0,1000.0
94501,060014272003012,Copper (DSL/VDSL),100.0,20.0
94501,060014272003012,Fiber to the Premises,1000.0,1000.0
94501,060014272003013,Copper (DSL/VDSL),75.0,20.0
94501,060014272003013,Fiber to the Premises,1000.0,1000.0
94501,060014272003014,Copper (DSL/VDSL),50.0,10.0
94501,060014272003014,Fiber to the Premises,1000.0,1000.0
94501,060014272003015,Copper (DSL/VDSL),100.0,20.0
94501,060014272003015,Fiber to the Premises,1000.0,1000.0
94501,060014272003016,Copper (DSL/VDSL),50.0,10.0
94501,060014272003016,Fiber to the Premises,1000.0,1000.0
94501,060014272003017,Fiber to the Premises,1000.0,1000.0
94501,060014272004000,Copper (DSL/VDSL),100.0,20.0
94501,060014272004000,Fiber to the Premises,1000.0,1000.0
94501,060014272004002,Copper (DSL/VDSL),18.0,1.5
94501,060014272004003,Copper (DSL/VDSL),100.0,20.0
94501,060014272004003,Fiber to the Premises,1000.0,1000.0
94501,060014272004005,Copper (DSL/VDSL),50.0,10.0
94501,060014272004005,Fiber to the Premises,1000.0,1000.0
94501,060014272004006,Copper (DSL/VDSL),50.0,10.0
94501,060014272004006,Fiber to the Premises,1000.0,1000.0
94501,060014272004007,Copper (DSL/VDSL),50.0,10.0
94501,060014272004007,Fiber to the Premises,1000.0,1000.0
94501,060014272004008,Copper (DSL/VDSL),50.0,10.0
94501,060014272004008,Fiber to the Premises,1000.0,1000.0
94501,060014272004009,Copper (DSL/VDSL),50.0,10.0
94501,060014272004009,Fiber to the Premises,1000.0,1000.0
94501,060014272004010,Copper (DSL/VDSL),50.0,10.0
94501,060014272004010,Fiber to the Premises,1000.0,1000.0
94501,060014272004011,Copper (DSL/VDSL),50.0,10.0
94501,060014272004011,Fiber to the Premises,1000.0,1000.0
94501,060014272004012,Copper (DSL/VDSL),50.0,10.0
94501,060014272004012,Fiber to the Premises,1000.0,1000.0
94501,060014272004013,Copper (DSL/VDSL),75.0,20.0
94501,060014272004013,Fiber to the Premises,1000.0,1000.0
94501,060014272004014,Copper (DSL/VDSL),100.0,20.0
94501,060014272004015,Copper (DSL/VDSL),100.0,20.0
94501,060014272005000,Copper (DSL/VDSL),75.0,20.0
94501,060014272005001,Copper (DSL/VDSL),100.0,20.0
94501,060014272005003,Copper (DSL/VDSL),1.5,0.384
94501,060014273001000,Copper (DSL/VDSL),25.0,5.0
94501,060014273001000,Fiber to the Premises,1000.0,1000.0
94501,060014273001001,Copper (DSL/VDSL),25.0,5.0
94501,060014273001001,Fiber to the Premises,1000.0,1000.0
94501,060014273001002,Copper (DSL/VDSL),25.0,5.0
94501,060014273001002,Fiber to the Premises,1000.0,1000.0
94501,060014273001003,Copper (DSL/VDSL),18.0,1.5
94501,060014273001003,Fiber to the Premises,1000.0,1000.0
94501,060014273001004,Copper (DSL/VDSL),50.0,10.0
94501,060014273001004,Fiber to the Premises,1000.0,1000.0
94501,060014273001005,Copper (DSL/VDSL),25.0,5.0
94501,060014273001005,Fiber to the Premises,1000.0,1000.0
94501,060014273001006,Copper (DSL/VDSL),75.0,20.0
94501,060014273001006,Fiber to the Premises,1000.0,1000.0
94501,060014273001007,Copper (DSL/VDSL),50.0,10.0
94501,060014273001007,Fiber to the Premises,1000.0,1000.0
94501,060014273001008,Copper (DSL/VDSL),100.0,20.0
94501,060014273001008,Fiber to the Premises,1000.0,1000.0
94501,060014273001009,Copper (DSL/VDSL),50.0,10.0
94501,060014273001009,Fiber to the Premises,1000.0,1000.0
94501,060014273001012,Copper (DSL/VDSL),100.0,20.0
94501,060014273001012,Fiber to the Premises,1000.0,1000.0
94501,060014273001013,Copper (DSL/VDSL),25.0,5.0
94501,060014273001013,Fiber to the Premises,1000.0,1000.0
94501,060014273001014,Copper (DSL/VDSL),50.0,10.0
94501,060014273001014,Fiber to the Premises,1000.0,1000.0
94501,060014273002002,Copper (DSL/VDSL),100.0,20.0
94501,060014273002002,Fiber to the Premises,1000.0,1000.0
94501,060014273002004,Copper (DSL/VDSL),25.0,5.0
94501,060014273002004,Fiber to the Premises,1000.0,1000.0
94501,060014273002005,Copper (DSL/VDSL),3.0,0.384
94501,060014273002005,Fiber to the Premises,1000.0,1000.0
94501,060014273002006,Copper (DSL/VDSL),3.0,1.0
94501,060014273002008,Fiber to the Premises,1000.0,1000.0
94501,060014273002009,Fiber to the Premises,1000.0,1000.0
94501,060014273002012,Copper (DSL/VDSL),10.0,1.0
94501,060014273002012,Fiber to the Premises,1000.0,1000.0
94501,060014273002015,Copper (DSL/VDSL),100.0,20.0
94501,060014273002015,Fiber to the Premises,1000.0,1000.0
94501,060014273002016,Copper (DSL/VDSL),100.0,20.0
94501,060014273002016,Fiber to the Premises,1000.0,1000.0
94501,060014273002017,Copper (DSL/VDSL),100.0,20.0
94501,060014273002017,Fiber to the Premises,1000.0,1000.0
94501,060014273002018,Copper (DSL/VDSL),3.0,1.0
94501,060014273002021,Copper (DSL/VDSL),75.0,20.0
94501,060014273002021,Fiber to the Premises,1000.0,1000.0
94501,060014273002022,Copper (DSL/VDSL),100.0,20.0
94501,060014273002022,Fiber to the Premises,1000.0,1000.0
94501,060014273002023,Copper (DSL/VDSL),10.0,1.0
94501,060014273002023,Fiber to the Premises,1000.0,1000.0
94501,060014273003000,Copper (DSL/VDSL),100.0,20.0
94501,060014273003000,Fiber to the Premises,1000.0,1000.0
94501,060014273003001,Fiber to the Premises,1000.0,1000.0
94501,060014273003002,Copper (DSL/VDSL),5.0,1.0
94501,060014273003002,Fiber to the Premises,1000.0,1000.0
94501,060014273003004,Copper (DSL/VDSL),25.0,5.0
94501,060014273003004,Fiber to the Premises,1000.0,1000.0
94501,060014273003005,Copper (DSL/VDSL),6.0,1.0
94501,060014273003005,Fiber to the Premises,1000.0,1000.0
94501,060014273003006,Copper (DSL/VDSL),3.0,1.0
94501,060014273003006,Fiber to the Premises,1000.0,1000.0
94501,060014273003007,Copper (DSL/VDSL),1.5,0.256
94501,060014273003007,Fiber to the Premises,1000.0,1000.0
94501,060014273004000,Fiber to the Premises,1000.0,1000.0
94501,060014273004001,Copper (DSL/VDSL),50.0,10.0
94501,060014273004001,Fiber to the Premises,1000.0,1000.0
94501,060014273004002,Copper (DSL/VDSL),25.0,5.0
94501,060014273004002,Fiber to the Premises,1000.0,1000.0
94501,060014273004003,Copper (DSL/VDSL),50.0,10.0
94501,060014273004003,Fiber to the Premises,1000.0,1000.0
94501,060014273004005,Copper (DSL/VDSL),18.0,1.5
94501,060014273004006,Copper (DSL/VDSL),100.0,20.0
94501,060014273004006,Fiber to the Premises,1000.0,1000.0
94501,060014273004008,Copper (DSL/VDSL),100.0,20.0
94501,060014273004008,Fiber to the Premises,1000.0,1000.0
94501,060014273004010,Copper (DSL/VDSL),50.0,10.0
94501,060014273004010,Fiber to the Premises,1000.0,1000.0
94501,060014273004011,Copper (DSL/VDSL),100.0,20.0
94501,060014273004011,Fiber to the Premises,1000.0,1000.0
94501,060014273004012,Copper (DSL/VDSL),50.0,10.0
94501,060014273004012,Fiber to the Premises,1000.0,1000.0
94501,060014273004016,Copper (DSL/VDSL),100.0,20.0
94501,060014273004016,Fiber to the Premises,1000.0,1000.0
94501,060014273005000,Copper (DSL/VDSL),100.0,20.0
94501,060014273005001,Copper (DSL/VDSL),75.0,20.0
94501,060014273005002,Copper (DSL/VDSL),75.0,20.0
94501,060014273005004,Copper (DSL/VDSL),3.0,1.0
94501,060014273005007,Copper (DSL/VDSL),100.0,20.0
94501,060014273005011,Copper (DSL/VDSL),100.0,20.0
94501,060014273005011,Fiber to the Premises,1000.0,1000.0
94501,060014273005013,Copper (DSL/VDSL),50.0,10.0
94501,060014273005013,Fiber to the Premises,1000.0,1000.0
94501,060014273005014,Copper (DSL/VDSL),50.0,10.0
94501,060014273005014,Fiber to the Premises,1000.0,1000.0
94501,060014273005015,Copper (DSL/VDSL),50.0,10.0
94501,060014273005015,Fiber to the Premises,1000.0,1000.0
94501,060014273005016,Copper (DSL/VDSL),100.0,20.0
94501,060014276001001,Copper (DSL/VDSL),100.0,20.0
94501,060014276001001,Fiber to the Premises,1000.0,1000.0
94501,060014276001002,Copper (DSL/VDSL),100.0,20.0
94501,060014276002000,Copper (DSL/VDSL),100.0,20.0
94501,060014276002000,Fiber to the Premises,1000.0,1000.0
94501,060014276002001,Copper (DSL/VDSL),100.0,20.0
94501,060014276002001,Fiber to the Premises,1000.0,1000.0
94501,060014276002006,Copper (DSL/VDSL),50.0,10.0
94501,060014276002006,Fiber to the Premises,1000.0,1000.0
94501,060014276002007,Copper (DSL/VDSL),100.0,20.0
94501,060014276002007,Fiber to the Premises,1000.0,1000.0
94501,060014276002010,Copper (DSL/VDSL),50.0,10.0
94501,060014276002010,Fiber to the Premises,1000.0,1000.0
94501,060014276003001,Copper (DSL/VDSL),25.0,5.0
94501,060014276003001,Fiber to the Premises,1000.0,1000.0
94501,060014276003002,Copper (DSL/VDSL),18.0,1.5
94501,060014276003002,Fiber to the Premises,1000.0,1000.0
94501,060014276003003,Copper (DSL/VDSL),25.0,5.0
94501,060014276003003,Fiber to the Premises,1000.0,1000.0
94501,060014276003005,Copper (DSL/VDSL),25.0,5.0
94501,060014276003005,Fiber to the Premises,1000.0,1000.0
94501,060014276003006,Copper (DSL/VDSL),50.0,10.0
94501,060014276003006,Fiber to the Premises,1000.0,1000.0
94501,060014277001000,Copper (DSL/VDSL),25.0,5.0
94501,060014277001000,Fiber to the Premises,1000.0,1000.0
94501,060014277001001,Copper (DSL/VDSL),75.0,20.0
94501,060014277001001,Fiber to the Premises,1000.0,1000.0
94501,060014277001002,Copper (DSL/VDSL),75.0,20.0
94501,060014277001002,Fiber to the Premises,1000.0,1000.0
94501,060014277001003,Copper (DSL/VDSL),75.0,20.0
94501,060014277001003,Fiber to the Premises,1000.0,1000.0
94501,060014277001004,Copper (DSL/VDSL),50.0,10.0
94501,060014277001004,Fiber to the Premises,1000.0,1000.0
94501,060014277001005,Copper (DSL/VDSL),100.0,20.0
94501,060014277001005,Fiber to the Premises,1000.0,1000.0
94501,060014277001006,Copper (DSL/VDSL),100.0,20.0
94501,060014277001006,Fiber to the Premises,1000.0,1000.0
94501,060014277001007,Copper (DSL/VDSL),100.0,20.0
94501,060014277001007,Fiber to the Premises,1000.0,1000.0
94501,060014277002000,Copper (DSL/VDSL),100.0,20.0
94501,060014277002000,Fiber to the Premises,1000.0,1000.0
94501,060014277002001,Copper (DSL/VDSL),50.0,10.0
94501,060014277002001,Fiber to the Premises,1000.0,1000.0
94501,060014277002002,Copper (DSL/VDSL),75.0,20.0
94501,060014277002002,Fiber to the Premises,1000.0,1000.0
94501,060014277002003,Copper (DSL/VDSL),100.0,20.0
94501,060014277002003,Fiber to the Premises,1000.0,1000.0
94501,060014277002004,Copper (DSL/VDSL),100.0,20.0
94501,060014277002004,Fiber to the Premises,1000.0,1000.0
94501,060014277002005,Copper (DSL/VDSL),6.0,1.0
94501,060014277003000,Copper (DSL/VDSL),25.0,5.0
94501,060014277003000,Fiber to the Premises,1000.0,1000.0
94501,060014277003002,Copper (DSL/VDSL),50.0,10.0
94501,060014277003002,Fiber to the Premises,1000.0,1000.0
94501,060014277003003,Copper (DSL/VDSL),25.0,5.0
94501,060014277003003,Fiber to the Premises,1000.0,1000.0
94501,060014277003005,Copper (DSL/VDSL),50.0,10.0
94501,060014277003005,Fiber to the Premises,1000.0,1000.0
94501,060014277003007,Copper (DSL/VDSL),100.0,20.0
94501,060014277003007,Fiber to the Premises,1000.0,1000.0
94501,060014277003009,Copper (DSL/VDSL),100.0,20.0
94501,060014277003010,Copper (DSL/VDSL),100.0,20.0
94501,060014277003010,Fiber to the Premises,1000.0,1000.0
94501,060014277003011,Copper (DSL/VDSL),100.0,20.0
94501,060014277003011,Fiber to the Premises,1000.0,1000.0
94501,060014277003012,Copper (DSL/VDSL),75.0,20.0
94501,060014277003012,Fiber to the Premises,1000.0,1000.0
94501,060014277004000,Copper (DSL/VDSL),50.0,10.0
94501,060014277004000,Fiber to the Premises,1000.0,1000.0
94501,060014277004001,Copper (DSL/VDSL),50.0,10.0
94501,060014277004001,Fiber to the Premises,1000.0,1000.0
94501,060014277004002,Fiber to the Premises,1000.0,1000.0
94501,060014277004003,Copper (DSL/VDSL),75.0,20.0
94501,060014277004003,Fiber to the Premises,1000.0,1000.0
94501,060014277004004,Copper (DSL/VDSL),50.0,10.0
94501,060014277004004,Fiber to the Premises,1000.0,1000.0
94501,060014277004005,Copper (DSL/VDSL),50.0,10.0
94501,060014277004005,Fiber to the Premises,1000.0,1000.0
94501,060014277004006,Copper (DSL/VDSL),100.0,20.0
94501,060014277004006,Fiber to the Premises,1000.0,1000.0
94501,060014277004007,Copper (DSL/VDSL),75.0,20.0
94501,060014277004007,Fiber to the Premises,1000.0,1000.0
94501,060014278001000,Copper (DSL/VDSL),100.0,20.0
94501,060014278001000,Fiber to the Premises,1000.0,1000.0
94501,060014278001001,Copper (DSL/VDSL),50.0,10.0
94501,060014278001001,Fiber to the Premises,1000.0,1000.0
94501,060014278001002,Copper (DSL/VDSL),100.0,20.0
94501,060014278001002,Fiber to the Premises,1000.0,1000.0
94501,060014278001004,Copper (DSL/VDSL),100.0,20.0
94501,060014278001004,Fiber to the Premises,1000.0,1000.0
94501,060014278001005,Copper (DSL/VDSL),50.0,10.0
94501,060014278001005,Fiber to the Premises,1000.0,1000.0
94501,060014278001006,Copper (DSL/VDSL),50.0,10.0
94501,060014278001006,Fiber to the Premises,1000.0,1000.0
94501,060014278002000,Copper (DSL/VDSL),100.0,20.0
94501,060014278002000,Fiber to the Premises,1000.0,1000.0
94501,060014278002001,Copper (DSL/VDSL),100.0,20.0
94501,060014278002001,Fiber to the Premises,1000.0,1000.0
94501,060014278002002,Copper (DSL/VDSL),50.0,10.0
94501,060014278002002,Fiber to the Premises,1000.0,1000.0
94501,060014278002003,Copper (DSL/VDSL),50.0,10.0
94501,060014278002003,Fiber to the Premises,1000.0,1000.0
94501,060014278002004,Copper (DSL/VDSL),100.0,20.0
94501,060014278002004,Fiber to the Premises,1000.0,1000.0
94501,060014278003000,Copper (DSL/VDSL),100.0,20.0
94501,060014278003000,Fiber to the Premises,1000.0,1000.0
94501,060014278003001,Copper (DSL/VDSL),100.0,20.0
94501,060014278003001,Fiber to the Premises,1000.0,1000.0
94501,060014278003002,Copper (DSL/VDSL),100.0,20.0
94501,060014278003002,Fiber to the Premises,1000.0,1000.0
94501,060014278003003,Copper (DSL/VDSL),100.0,20.0
94501,060014278003003,Fiber to the Premises,1000.0,1000.0
94501,060014278003005,Fiber to the Premises,1000.0,1000.0
94501,060014278003007,Copper (DSL/VDSL),50.0,10.0
94501,060014278003007,Fiber to the Premises,1000.0,1000.0
94501,060014278003008,Copper (DSL/VDSL),50.0,10.0
94501,060014278003008,Fiber to the Premises,1000.0,1000.0
94501,060014278004000,Copper (DSL/VDSL),50.0,10.0
94501,060014278004000,Fiber to the Premises,1000.0,1000.0
94501,060014278004001,Copper (DSL/VDSL),100.0,20.0
94501,060014278004001,Fiber to the Premises,1000.0,1000.0
94501,060014278004002,Copper (DSL/VDSL),100.0,20.0
94501,060014278004002,Fiber to the Premises,1000.0,1000.0
94501,060014278004004,Copper (DSL/VDSL),100.0,20.0
94501,060014278004004,Fiber to the Premises,1000.0,1000.0
94501,060014278004005,Copper (DSL/VDSL),50.0,10.0
94501,060014278004005,Fiber to the Premises,1000.0,1000.0
94501,060014278004006,Copper (DSL/VDSL),50.0,10.0
94501,060014278004006,Fiber to the Premises,1000.0,1000.0
94501,060014278004008,Copper (DSL/VDSL),50.0,10.0
94501,060014278004008,Fiber to the Premises,1000.0,1000.0
94501,060014278004010,Copper (DSL/VDSL),100.0,20.0
94501,060014278004010,Fiber to the Premises,1000.0,1000.0
94501,060014278004011,Copper (DSL/VDSL),100.0,20.0
94501,060014278004011,Fiber to the Premises,1000.0,1000.0
94501,060014278005000,Copper (DSL/VDSL),50.0,10.0
94501,060014278005000,Fiber to the Premises,1000.0,1000.0
94501,060014278005001,Copper (DSL/VDSL),100.0,20.0
94501,060014278005001,Fiber to the Premises,1000.0,1000.0
94501,060014278005002,Copper (DSL/VDSL),75.0,20.0
94501,060014278005002,Fiber to the Premises,1000.0,1000.0
94501,060014278005003,Copper (DSL/VDSL),50.0,10.0
94501,060014278005003,Fiber to the Premises,1000.0,1000.0
94501,060014278005004,Copper (DSL/VDSL),100.0,20.0
94501,060014278005004,Fiber to the Premises,1000.0,1000.0
94501,060014278005005,Copper (DSL/VDSL),100.0,20.0
94501,060014278005005,Fiber to the Premises,1000.0,1000.0
94501,060014278005006,Copper (DSL/VDSL),75.0,20.0
94501,060014278005006,Fiber to the Premises,1000.0,1000.0
94501,060014279001000,Copper (DSL/VDSL),100.0,20.0
94501,060014279001001,Copper (DSL/VDSL),75.0,20.0
94501,060014279001001,Fiber to the Premises,1000.0,1000.0
94501,060014279001002,Copper (DSL/VDSL),50.0,10.0
94501,060014279001002,Fiber to the Premises,1000.0,1000.0
94501,060014279001003,Copper (DSL/VDSL),75.0,20.0
94501,060014279001003,Fiber to the Premises,1000.0,1000.0
94501,060014279001004,Copper (DSL/VDSL),100.0,20.0
94501,060014279001004,Fiber to the Premises,1000.0,1000.0
94501,060014279001005,Copper (DSL/VDSL),50.0,10.0
94501,060014279001005,Fiber to the Premises,1000.0,1000.0
94501,060014279001006,Copper (DSL/VDSL),100.0,20.0
94501,060014279001006,Fiber to the Premises,1000.0,1000.0
94501,060014279001007,Copper (DSL/VDSL),75.0,20.0
94501,060014279001007,Fiber to the Premises,1000.0,1000.0
94501,060014279001008,Copper (DSL/VDSL),50.0,10.0
94501,060014279001008,Fiber to the Premises,1000.0,1000.0
94501,060014279002000,Copper (DSL/VDSL),100.0,20.0
94501,060014279002000,Fiber to the Premises,1000.0,1000.0
94501,060014279002002,Copper (DSL/VDSL),50.0,10.0
94501,060014279002002,Fiber to the Premises,1000.0,1000.0
